"brand","car_type","year","selling_price","km_driven","fuel","seller_type","transmission","owner","mileage","engine","max_power","seats","torque","rpm"
"Chevrolet","Beat LS",2013,2006,70000,"Petrol","Individual","Manual","Second Owner",18.6,1200,79.4,"5",108,4400
"Toyota","Etios Liva GD",2013,4837.9882,45000,"Diesel","Individual","Manual","First Owner",23.59,1400,67.06,"5",170,1800
"Hyundai","Grand i10 AT Asta",2015,4720,40000,"Petrol","Individual","Automatic","First Owner",18.9,1200,82,"5",114,4000
"Maruti","Swift Dzire VDI",2019,8260,30000,"Diesel","Individual","Manual","First Owner",28.4,1200,74.02,"5",190,2000
"Honda","Civic 1.8 V AT",2007,4130,90000,"Petrol","Individual","Automatic","First Owner",12.9,1800,130,"5",172,4300
"Maruti","Ertiga BSIV VXI",2016,7788,34000,"Petrol","Individual","Manual","Second Owner",17.5,1400,91.1,"7",130,4000
"Maruti","Alto 800 VXI",2017,3162.4,25000,"Petrol","Individual","Manual","First Owner",24.7,800,47.3,"5",69,3500
"Maruti","Alto 800 VXI",2016,3186,50000,"Petrol","Individual","Manual","First Owner",22.74,800,47.3,"5",69,3500
"Chevrolet","Beat Diesel LT",2013,3540,50000,"Diesel","Individual","Manual","First Owner",25.44,900,57.6,"5",150,1750
"Tata","Tiago 1.2 Revotron XZ",2017,5310,90000,"Petrol","Individual","Manual","First Owner",23.84,1200,84,"5",114,3500
"Chevrolet","Beat Diesel LT",2012,2596,70000,"Diesel","Individual","Manual","Second Owner",25.44,900,57.6,"5",150,1750
"Tata","New Safari DICOR 2.2 VX 4x2",2009,2950,146000,"Diesel","Individual","Manual","Second Owner",13.93,2200,138,"7",320,1700
"Ford","Figo Petrol EXI",2012,3540,85000,"Petrol","Individual","Manual","Second Owner",15.6,1200,70,"5",102,4000
"Tata","Indica V2 2001-2011 DLS BSIII",2009,1038.4,201850,"Diesel","Individual","Manual","Second Owner",17.88,1400,52.8,"5",85,2500
"Maruti","Swift Dzire VDI",2016,6619.8,30000,"Diesel","Individual","Manual","First Owner",26.59,1200,74,"5",190,2000
"Maruti","Swift Dzire VDI",2018,8909,15000,"Diesel","Individual","Manual","First Owner",28.4,1200,74.02,"5",190,2000
"Datsun","RediGO S",2017,2773,25000,"Petrol","Individual","Manual","First Owner",22.7,800,53.64,"5",72,4386
"Maruti","Alto K10 LXI",2011,1947,90000,"Petrol","Individual","Manual","First Owner",20.92,1000,67.1,"5",90,3500
"Maruti","Swift Dzire LDi",2008,2242,80000,"Diesel","Individual","Manual","Second Owner",19.3,1200,73.9,"5",190,2000
"Tata","Indica V2 DLX BSII",2011,1298,50000,"Diesel","Individual","Manual","First Owner",17.2,1400,53.5,"5",83.385,2500
"Mahindra","Bolero 2011-2019 DI 4WD NON AC",2012,3776,80000,"Diesel","Individual","Manual","Second Owner",13.6,2500,63,"8",180,1440
"Maruti","Swift VDI BSIV",2010,3894,110000,"Diesel","Individual","Manual","Second Owner",NA,NA,NA,NA,NA,NA
"Hyundai","i20 Asta Option 1.2",2016,6372,38000,"Petrol","Individual","Manual","First Owner",18.6,1200,81.83,"5",114.7,4000
"Hyundai","EON Era Plus",2013,2124,60000,"Petrol","Individual","Manual","First Owner",21.1,800,55.2,"5",74.5,4000
"Maruti","Eeco 7 Seater Standard BSIV",2016,3186,100000,"Petrol","Individual","Manual","Third Owner",15.37,1200,73,"7",101,3000
"Maruti","Swift Dzire 1.2 Vxi BSIV",2012,5310,30000,"Petrol","Individual","Manual","First Owner",17.5,1200,85.8,"5",114,4000
"Maruti","Swift Dzire VXI",2014,5310,30000,"Petrol","Individual","Manual","First Owner",19.1,1200,85.8,"5",114,4000
"Chevrolet","Beat LT",2015,2360,50000,"Petrol","Individual","Manual","First Owner",18.6,1200,76.8,"5",106.5,4400
"Tata","Tiago 1.2 Revotron XZ",2017,5015,42000,"Petrol","Individual","Manual","First Owner",23.84,1200,84,"5",114,3500
"Chevrolet","Sail 1.2 LS ABS",2016,4720,30000,"Petrol","Individual","Manual","First Owner",18.2,1200,82.4,"5",108.5,5000
"Maruti","Alto LXi BSIII",2009,1475,60000,"Petrol","Individual","Manual","Third Owner",19.7,800,46.3,"5",62,3000
"Jeep","Compass 2.0 Longitude Option BSIV",2018,18880,14000,"Diesel","Individual","Manual","First Owner",17.1,2000,170,"5",350,1750
"Honda","City i VTEC VX",2015,10620,22000,"Petrol","Individual","Manual","First Owner",17.4,1500,117.3,"5",145,4600
"Volkswagen","Vento Diesel Highline",2012,5310,90000,"Diesel","Individual","Manual","First Owner",20.54,1600,103.6,"5",250,1500
"Maruti","Alto K10 2010-2014 VXI",2011,2478,46000,"Petrol","Individual","Manual","First Owner",20.92,1000,67.1,"5",90,3500
"Hyundai","i20 1.2 Asta Option",2018,9451.8,20000,"Petrol","Individual","Manual","First Owner",18.6,1200,81.83,"5",114.7,4000
"Tata","Venture EX 7 Str Captain Seats",2014,3740.6,15000,"Diesel","Individual","Manual","First Owner",15.42,1400,70,"7",135,2500
"Maruti","Ertiga VXI",2015,7080,40000,"Petrol","Individual","Manual","Second Owner",16.02,1400,93.7,"7",130,4000
"Hyundai","i20 Magna",2014,3894,30000,"Petrol","Individual","Manual","Second Owner",18.5,1200,82.85,"5",113.7,4000
"Hyundai","EON Magna Plus",2017,3776,15000,"Petrol","Individual","Manual","Second Owner",21.1,800,55.2,"5",74.5,4000
"Maruti","Estilo LXI",2010,1888,50000,"Petrol","Individual","Manual","First Owner",NA,NA,NA,NA,NA,NA
"Hyundai","Getz GLX",2007,1416,110000,"Petrol","Individual","Manual","Second Owner",15.3,1300,83,"5",115,3200
"Maruti","Alto LXi",2009,1534,70000,"Petrol","Individual","Manual","Second Owner",19.7,800,46.3,"5",62,3000
"Chevrolet","Sail 1.2 LS",2015,2596,80000,"Petrol","Individual","Manual","First Owner",18.2,1200,82.4,"5",108.5,5000
"Maruti","Swift VDI BSIV",2008,2713.9882,50000,"Diesel","Individual","Manual","Third Owner",NA,NA,NA,NA,NA,NA
"Tata","Zest Revotron 1.2T XM",2015,4012,110000,"Petrol","Individual","Manual","First Owner",17.57,1200,88.7,"5",140,1500
"Ford","Classic 1.4 Duratorq CLXI",2013,2360,70000,"Diesel","Individual","Manual","Second Owner",19.68,1400,67,"5",160,2000
"Maruti","Alto LXI",2002,1652,50000,"Petrol","Individual","Manual","Second Owner",19.7,800,46.3,"5",62,3000
"Toyota","Innova 2.5 G (Diesel) 8 Seater",2013,11800,190000,"Diesel","Individual","Manual","First Owner",12.99,2500,100.6,"8",200,1200
"Mahindra","Bolero SLX",2010,5841,100000,"Diesel","Individual","Manual","Second Owner",13.6,2500,63,"7",180,1440
"Maruti","Alto 800 LXI",2015,2784.8,60000,"Petrol","Individual","Manual","First Owner",22.74,800,47.3,"5",69,3500
"Maruti","Wagon R VXI BS IV",2015,4602,40000,"Petrol","Individual","Manual","First Owner",20.51,1000,67.04,"5",90,3500
"Maruti","Swift Dzire VDi",2009,3245,90000,"Diesel","Individual","Manual","Second Owner",19.3,1200,73.9,"5",190,2000
"Tata","Safari Storme EX",2015,5935.4,110000,"Diesel","Individual","Manual","First Owner",14.1,2200,147.94,"7",320,1500
"Maruti","Vitara Brezza ZDi Plus Dual Tone",2017,9145,32000,"Diesel","Dealer","Manual","First Owner",24.3,1200,88.5,"5",200,1750
"Toyota","Innova Crysta 2.8 ZX AT BSIV",2016,21240,30000,"Diesel","Individual","Automatic","First Owner",11.36,2800,171.5,"7",360,1200
"Hyundai","Creta 1.6 CRDi SX",2016,10030,58000,"Diesel","Individual","Manual","First Owner",19.67,1600,126.2,"5",259.9,1900
"Maruti","Vitara Brezza VDi",2018,8850,5000,"Diesel","Individual","Manual","First Owner",24.3,1200,88.5,"5",200,1750
"Hyundai","i20 1.2 Spotz",2018,6726,25000,"Petrol","Individual","Manual","First Owner",18.6,1200,81.83,"5",114.7,4000
"Hyundai","Grand i10 1.2 Kappa Sportz BSIV",2018,6844,32000,"Petrol","Individual","Manual","First Owner",18.9,1200,81.86,"5",113.75,4000
"Honda","Jazz 1.2 VX i VTEC",2016,5722.9882,30000,"Petrol","Individual","Manual","First Owner",18.7,1200,88.7,"5",110,4800
"Honda","BR-V i-VTEC S MT",2017,8260,43000,"Petrol","Dealer","Manual","First Owner",15.4,1500,117.3,"7",145,4600
"Hyundai","Verna S",2012,4897,60000,"Petrol","Dealer","Manual","First Owner",17.7,1500,113.42,"5",144.15,4500
"Nissan","Micra XV CVT",2015,3835,50000,"Petrol","Individual","Automatic","First Owner",19.34,1200,76,"5",104,4400
"Ford","Figo Aspire 1.2 Ti-VCT Trend",2018,6490,14200,"Petrol","Individual","Manual","First Owner",18.16,1200,86.8,"5",112,4000
"Hyundai","EON Sportz",2017,3540,10000,"Petrol","Individual","Manual","First Owner",21.1,800,55.2,"5",74.5,4000
"Datsun","RediGO T Option",2018,2560.6,25000,"Petrol","Individual","Manual","First Owner",22.7,800,53.64,"5",72,4386
"Ford","Freestyle Titanium Petrol BSIV",2018,8260,19100,"Petrol","Individual","Manual","First Owner",19,1200,94.68,"5",120,4250
"Hyundai","Santro Sportz AMT BSIV",2019,5498.8,25000,"Petrol","Individual","Automatic","Fourth & Above Owner",20.3,1100,68,"5",99,4500
"Ford","EcoSport 1.5 Diesel Trend BSIV",2014,5722.9882,54000,"Diesel","Dealer","Manual","First Owner",23,1500,98.96,"5",205,1750
"Nissan","Sunny XL D",2018,7906,35000,"Diesel","Individual","Manual","First Owner",22.71,1500,84.8,"5",200,2000
"Hyundai","Grand i10 1.2 Kappa Sportz BSIV",2018,5900,20000,"Petrol","Individual","Manual","Second Owner",18.9,1200,81.86,"5",113.75,4000
"Maruti","SX4 S Cross 2015-2017 DDiS 200 Zeta",2016,7965,52000,"Diesel","Individual","Manual","First Owner",23.65,1200,88.5,"5",200,1750
"Hyundai","i20 1.4 CRDi Asta",2011,2596,120000,"Diesel","Individual","Manual","Second Owner",23,1400,90,"5",219.744,1750
"Jeep","Compass 2.0 Limited",2017,19470,50000,"Diesel","Individual","Manual","First Owner",17.1,2000,170,"5",350,1750
"Maruti","Ertiga ZDI",2013,7434,120000,"Diesel","Individual","Manual","Second Owner",20.77,1200,88.8,"7",200,1750
"Tata","Manza Aura Quadrajet",2010,2950,90000,"Diesel","Individual","Manual","Second Owner",18.8,1200,90,"5",200,1750
"Maruti","Wagon R LXI",2004,1416,120000,"Petrol","Individual","Manual","Third Owner",18.9,1000,67.1,"5",90,3500
"Skoda","Rapid 1.5 TDI Elegance",2015,3540,101500,"Diesel","Individual","Manual","Second Owner",21.14,1500,103.52,"5",250,1500
"Hyundai","Verna 1.6 CRDi EX AT",2013,6195,75000,"Diesel","Individual","Automatic","First Owner",22.32,1600,126.3,"5",259.9,1900
"Maruti","Alto K10 LXI",2011,2418.9882,97500,"Petrol","Individual","Manual","First Owner",NA,NA,NA,NA,NA,NA
"Maruti","Alto K10 LXI",2011,2418.9882,97500,"Petrol","Individual","Manual","First Owner",NA,NA,NA,NA,NA,NA
"Mahindra","Scorpio 1.99 S10",2016,12980,100000,"Diesel","Individual","Manual","First Owner",15.4,2000,120,"7",280,1800
"Renault","Duster 110PS Diesel RxZ",2012,5664,55735,"Diesel","Individual","Manual","Second Owner",19.01,1500,108.45,"5",248,2250
"Mahindra","XUV500 W4",2014,7139,80000,"Diesel","Individual","Manual","Second Owner",15.1,2200,140,"7",330,1600
"Maruti","Alto 800 LXI Optional",2016,2950,50000,"Petrol","Individual","Manual","Second Owner",24.7,800,47.3,"5",69,3500
"Ford","Figo Diesel Celebration Edition",2013,2891,70000,"Diesel","Individual","Manual","Second Owner",20,1400,68.1,"5",160,2000
"Hyundai","i10 Magna 1.2 iTech SE",2012,2478,76000,"Petrol","Individual","Manual","Fourth & Above Owner",20.36,1200,78.9,"5",111.7,4000
"Maruti","Swift Dzire VXI 1.2",2020,8614,1500,"Petrol","Individual","Manual","First Owner",21.21,1200,81.8,"5",113,4200
"Mahindra","Bolero 2011-2019 SLX",2012,5900,76000,"Diesel","Individual","Manual","First Owner",15.96,2500,62.1,"7",195,1400
"Maruti","Wagon R VXI Optional",2015,4720,40000,"Petrol","Individual","Manual","First Owner",20.51,1000,67.04,"5",90,3500
"Hyundai","EON Magna Plus",2015,3304,60000,"Petrol","Individual","Manual","Second Owner",21.1,800,55.2,"5",74.5,4000
"Toyota","Innova 2.5 G (Diesel) 8 Seater BS IV",2009,6619.8,170000,"Diesel","Individual","Manual","Third Owner",12.8,2500,102,"8",200.124,1400
"Mitsubishi","Pajero Sport 4X4",2013,11210,181491,"Diesel","Dealer","Manual","First Owner",13.5,2500,175.56,"7",400,2000
"Chevrolet","Beat Diesel LS",2016,4425,53319,"Diesel","Dealer","Manual","First Owner",25.44,900,56.3,"5",142.5,1750
"Volkswagen","Ameo 1.5 TDI Comfortline",2017,8260,40906,"Diesel","Dealer","Manual","First Owner",21.66,1500,108.62,"5",250,1500
"Toyota","Etios VX",2012,4425,31711,"Petrol","Dealer","Manual","Second Owner",17.6,1500,88.7,"5",132,3000
"Hyundai","EON Era Plus",2012,3186,43755,"Petrol","Dealer","Manual","Second Owner",21.1,800,55.2,"5",74.5,4000
"Renault","KWID RXT",2016,3540,66693,"Petrol","Dealer","Manual","First Owner",25.17,800,53.3,"5",72,4386
"Maruti","Zen Estilo VXI BSIV",2010,2655,59549,"Petrol","Dealer","Manual","First Owner",19,1000,67.1,"5",90,3500
"Toyota","Innova 2.5 G (Diesel) 8 Seater",2015,15930,94385,"Diesel","Dealer","Manual","First Owner",12.99,2500,100.6,"8",200,1200
"Maruti","Zen Estilo LXI BSIII",2010,2360,73730,"Petrol","Dealer","Manual","First Owner",18.2,1000,67.1,"5",90,3500
"Hyundai","Verna 1.6 SX",2011,4720,221889,"Diesel","Dealer","Manual","First Owner",22.32,1600,126.32,"5",259.8,1900
"Honda","Amaze VX i-DTEC",2013,5900,116104,"Diesel","Dealer","Manual","First Owner",25.8,1500,98.6,"5",200,1750
"Maruti","Swift VXI BSIV",2015,5900,150546,"Petrol","Dealer","Manual","First Owner",22,1200,81.8,"5",113,4200
"Toyota","Fortuner 2.8 2WD MT",2013,17700,148120,"Diesel","Dealer","Manual","First Owner",14.24,2800,174.5,"7",420,1400
"Ford","Ecosport 1.5 Ti VCT MT Titanium",2015,6549,20000,"Petrol","Individual","Manual","Second Owner",15.8,1500,110,"5",140,4400
"Hyundai","Grand i10 1.2 Kappa Magna AT",2018,6844,30000,"Petrol","Individual","Automatic","First Owner",18.9,1200,81.86,"5",113.75,4000
"Tata","Aria Pride",2011,3976.6,142000,"Diesel","Individual","Manual","Third Owner",13.7,2200,138.1,"7",320,1700
"Tata","Sumo CX 10 Str BSIV",2011,2065,20000,"Diesel","Individual","Manual","First Owner",12.2,1900,68,"10",1128.15,2500
"Tata","Manza Aura Plus Quadrajet",2009,2124,120000,"Diesel","Individual","Manual","Second Owner",18.8,1200,90,"5",200,1750
"Hyundai","i10 Sportz 1.1L",2011,2360,80000,"Petrol","Individual","Manual","First Owner",19.81,1100,68.05,"5",99.04,4500
"Tata","Indigo CS LX (TDI) BS-III",2016,3068,60000,"Diesel","Individual","Manual","First Owner",19.09,1400,69.01,"5",135,2500
"Renault","KWID 1.0 RXT Optional",2016,4130,25000,"Petrol","Individual","Manual","First Owner",23.01,1000,67,"5",91,4250
"Mahindra","Bolero SLX",2011,4837.9882,50000,"Diesel","Individual","Manual","Second Owner",13.6,2500,63,"7",180,1440
"Mahindra","TUV 300 T8",2017,7729,126000,"Diesel","Individual","Manual","First Owner",18.49,1500,100,"7",240,1600
"Maruti","Swift Dzire LDI",2015,4366,170000,"Diesel","Individual","Manual","First Owner",26.59,1200,74,"5",190,2000
"Maruti","Alto 800 LXI",2013,2360,24000,"Petrol","Individual","Manual","First Owner",22.74,800,47.3,"5",69,3500
"Maruti","Ertiga SHVS ZDI",2017,9440,100000,"Diesel","Individual","Manual","Second Owner",24.52,1200,88.5,"7",200,1750
"Tata","Tiago NRG Petrol",2019,6490,10000,"Petrol","Individual","Manual","First Owner",24,1200,83.81,"5",114,3500
"Ford","Figo Diesel ZXI",2012,3540,70000,"Diesel","Individual","Manual","Second Owner",20,1400,68,"5",160,2000
"Maruti","Omni E MPI STD BS IV",2017,2596,40000,"Petrol","Individual","Manual","First Owner",16.8,800,34.2,"8",59,2500
"Maruti","Wagon R LXI BS IV",2011,2312.8,110000,"Petrol","Individual","Manual","First Owner",18.9,1000,67.1,"5",90,3500
"Hyundai","i10 Era",2008,1593,80000,"Petrol","Individual","Manual","Second Owner",19.81,1100,68.05,"5",99.04,4500
"Tata","Bolt Revotron XE",2015,3528.2,16500,"Petrol","Individual","Manual","First Owner",17.57,1200,88.7,"5",140,1500
"Maruti","Alto K10 VXI",2017,3540,30000,"Petrol","Individual","Manual","First Owner",23.95,1000,67.05,"5",90,3500
"Maruti","Ertiga SHVS VDI",2017,8496,80000,"Diesel","Individual","Manual","First Owner",24.52,1200,88.5,"7",200,1750
"Tata","Safari Storme EX",2016,7670,50000,"Diesel","Individual","Manual","Third Owner",14.1,2200,147.94,"7",320,1500
"Maruti","Alto K10 VXI",2016,3540,25000,"Petrol","Individual","Manual","First Owner",23.95,1000,67.05,"5",90,3500
"Hyundai","Grand i10 1.2 CRDi Asta",2019,8850,20000,"Diesel","Individual","Manual","First Owner",24,1200,73.97,"5",190.24,1750
"Renault","KWID RXT",2016,3068,60000,"Petrol","Individual","Manual","First Owner",25.17,800,53.3,"5",72,4386
"Maruti","Swift VDI",2011,3540,70000,"Diesel","Individual","Manual","Second Owner",22.9,1200,74,"5",190,2000
"Mahindra","Bolero 2011-2019 SLX",2014,7080,50000,"Diesel","Individual","Manual","Second Owner",15.96,2500,62.1,"7",195,1400
"Honda","Accord V6 AT",2004,3245,100000,"Petrol","Individual","Automatic","Second Owner",9,3000,218,"5",196,5000
"Maruti","Alto K10 VXI",2015,2950,52000,"Petrol","Individual","Manual","First Owner",23.95,1000,67.05,"5",90,3500
"Maruti","Swift Dzire VDI",2014,4956,80000,"Diesel","Individual","Manual","First Owner",23.4,1200,74,"5",190,2000
"Hyundai","EON Era Plus",2015,2773,50000,"Petrol","Individual","Manual","First Owner",21.1,800,55.2,"5",74.5,4000
"Mahindra","Scorpio S10 7 Seater",2016,12980,60000,"Diesel","Individual","Manual","First Owner",15.4,2200,120,"7",280,1800
"Maruti","Alto K10 VXI",2019,4248,25000,"Petrol","Individual","Manual","First Owner",23.95,1000,67.05,"5",90,3500
"Hyundai","Grand i10 CRDi Asta",2014,4484,50000,"Diesel","Individual","Manual","Second Owner",24,1100,70,"5",160,1500
"Ford","EcoSport 1.5 TDCi Titanium BSIV",2016,7670,125000,"Diesel","Individual","Manual","First Owner",22.77,1500,98.59,"5",205,1750
"Maruti","Wagon R VXI Optional",2016,4130,80000,"Petrol","Individual","Manual","First Owner",20.51,1000,67.04,"5",90,3500
"Mahindra","Bolero 2011-2019 DI - AC BS III",2017,8260,70000,"Diesel","Individual","Manual","First Owner",15.96,2500,63,"9",180,1440
"Hyundai","i20 Asta (o) 1.4 CRDi (Diesel)",2010,3186,90000,"Diesel","Individual","Manual","Third Owner",23,1400,90,"5",219.744,1750
"Tata","Bolt Quadrajet XE",2017,5310,50000,"Diesel","Individual","Manual","First Owner",22.95,1200,74,"5",190,1750
"Mahindra","Thar CRDe",2016,7434,101000,"Diesel","Individual","Manual","First Owner",16.55,2500,105,"6",247,1800
"Mahindra","Xylo E4 BS IV",2010,2713.9882,168000,"Diesel","Individual","Manual","First Owner",14,2500,112,"7",260,1800
"Mahindra","Xylo E4 BS IV",2010,2713.9882,168000,"Diesel","Individual","Manual","First Owner",14,2500,112,"7",260,1800
"Maruti","Wagon R VXI BS IV",2011,3186,40000,"Petrol","Individual","Manual","First Owner",18.9,1000,67.1,"5",90,3500
"Tata","Indica Vista Aura Safire Anniversary Edition",2009,1593,28900,"Petrol","Individual","Manual","Second Owner",NA,1200,65,"5",96.138,3000
"Maruti","Wagon R VXI BS IV",2012,3245,20000,"Petrol","Individual","Manual","First Owner",18.9,1000,67.1,"5",90,3500
"Jaguar","XE 2016-2019 2.0L Diesel Prestige",2017,30975,9000,"Diesel","Dealer","Automatic","First Owner",13.6,2000,177,"5",430,1750
"Lexus","ES 300h",2019,60770,20000,"Petrol","Dealer","Automatic","First Owner",22.37,2500,214.56,"5",202,3600
"Jaguar","XF 2.0 Diesel Portfolio",2017,37760,45000,"Diesel","Dealer","Automatic","First Owner",19.33,2000,177,"5",430,1750
"Tata","Safari Storme EX",2015,5935.4,110000,"Diesel","Individual","Manual","First Owner",14.1,2200,147.94,"7",320,1500
"Volvo","XC40 D4 Inscription BSIV",2019,44840,20000,"Diesel","Individual","Automatic","First Owner",18,2000,190,"5",400,NA
"Toyota","Camry 2.5 Hybrid",2016,23600,68089,"Petrol","Trustmark Dealer","Automatic","First Owner",19.16,2500,157.7,"5",213,4500
"Maruti","Wagon R LXI",2013,2655,58343,"Petrol","Trustmark Dealer","Manual","First Owner",21.79,1000,67.05,"5",90,3500
"Maruti","Baleno Alpha 1.3",2018,8732,38817,"Diesel","Dealer","Manual","First Owner",27.39,1200,74,"5",190,2000
"Honda","Jazz VX",2016,6490,56494,"Petrol","Trustmark Dealer","Manual","First Owner",18.2,1200,88.7,"5",110,4800
"Toyota","Innova 2.5 VX (Diesel) 7 Seater",2013,8850,79328,"Diesel","Trustmark Dealer","Manual","Second Owner",12.99,2500,100.6,"7",200,1200
"Maruti","Swift AMT VVT VXI",2019,7670,5621,"Petrol","Trustmark Dealer","Automatic","First Owner",22,1200,81.8,"5",113,4200
"Toyota","Etios VX",2017,7375,25538,"Petrol","Trustmark Dealer","Manual","First Owner",16.78,1500,88.73,"5",132,3000
"Maruti","Swift AMT ZXI",2018,7080,69779,"Petrol","Dealer","Automatic","First Owner",22,1200,81.8,"5",113,4200
"Hyundai","Grand i10 1.2 CRDi Sportz",2017,5310,56290,"Diesel","Dealer","Manual","First Owner",24,1200,73.97,"5",190.24,1750
"BMW","X4 M Sport X xDrive20d",2019,63720,7500,"Diesel","Dealer","Automatic","First Owner",16.78,2000,190,"5",400,1750
"BMW","X4 M Sport X xDrive20d",2019,64900,8500,"Diesel","Dealer","Automatic","First Owner",16.78,2000,190,"5",400,1750
"Honda","Amaze V CVT Petrol BSIV",2019,9192.2,7032,"Petrol","Trustmark Dealer","Automatic","First Owner",19,1200,88.76,"5",110,4800
"Skoda","Rapid 1.6 MPI AT Elegance",2016,7611,11000,"Petrol","Dealer","Automatic","First Owner",14.3,1600,103.5,"5",153,3800
"Volvo","V40 D3 R-Design",2018,29205,2000,"Diesel","Dealer","Automatic","First Owner",16.8,2000,150,"5",350,1500
"Mahindra","TUV 300 T8",2015,7481.2,165000,"Diesel","Individual","Manual","First Owner",18.49,1500,100,"7",240,1600
"Maruti","A-Star Zxi",2012,2773,98500,"Petrol","Individual","Manual","Second Owner",19,1000,66.1,"5",90,3500
"Hyundai","i10 Asta",2008,3245,98000,"Petrol","Individual","Manual","Third Owner",20.36,1200,78.9,"5",111.8,4000
"Mahindra","Thar CRDe AC",2014,8260,40000,"Diesel","Individual","Manual","Second Owner",16.55,2500,105,"6",247,1800
"Fiat","Grande Punto Sport 90BHP",2013,4720,90000,"Diesel","Individual","Manual","First Owner",20.3,1200,92,"5",209,2000
"Maruti","Alto LXi",2012,2537,90000,"Petrol","Individual","Manual","Third Owner",19.7,800,46.3,"5",62,3000
"Hyundai","Getz 1.5 CRDi GVS",2009,1770,110000,"Diesel","Individual","Manual","Second Owner",17.1,1500,110,"5",235.44,1900
"Maruti","S-Cross 2017-2020 Zeta DDiS 200 SH",2018,11210,77800,"Diesel","Individual","Manual","First Owner",25.1,1200,88.5,"5",200,1750
"Mahindra","TUV 300 T8",2015,8614,100000,"Diesel","Individual","Manual","First Owner",18.49,1500,100,"7",240,1600
"Tata","Indica V2 Turbomax DLS BS IV",2012,1593,120000,"Diesel","Individual","Manual","Second Owner",19,1400,71,"5",135,2500
"Hyundai","Xcent 1.2 Kappa Base",2016,4130,80000,"Petrol","Individual","Manual","Second Owner",19.1,1200,82,"5",114,4000
"Mahindra","KUV 100 G80 K6 Plus",2018,6313,21000,"Petrol","Individual","Manual","Second Owner",18.15,1200,82,"6",115,3500
"Maruti","Swift Dzire Tour S CNG",2018,5369,100000,"Petrol","Individual","Manual","Second Owner",19,1200,85.8,"5",114,4000
"Maruti","Swift Dzire VXI 1.2",2019,7729,25000,"Petrol","Individual","Manual","First Owner",21.21,1200,81.8,"5",113,4200
"Ford","EcoSport 1.5 Diesel Titanium BSIV",2019,9440,30000,"Diesel","Individual","Manual","Third Owner",23,1500,98.96,"5",205,1750
"Toyota","Yaris V CVT BSIV",2018,12980,25000,"Petrol","Individual","Automatic","First Owner",17.8,1500,105.5,"5",140,4200
"Mercedes-Benz","E-Class E250 CDI Avantgarde",2016,35400,40000,"Diesel","Individual","Automatic","First Owner",13,2100,204,"5",500,1600
"Toyota","Fortuner 4x2 4 Speed AT",2012,14455,160000,"Diesel","Individual","Automatic","First Owner",11.5,3000,169,"7",343,1400
"Mahindra","KUV 100 G80 K2",2018,4012,51492,"Petrol","Individual","Manual","First Owner",18.15,1200,82,"6",115,3500
"Volkswagen","Vento Diesel Highline",2011,3540,72000,"Diesel","Individual","Manual","Second Owner",20.54,1600,103.6,"5",250,1500
"Ford","Figo 1.2P Titanium Opt MT",2016,4366,60000,"Petrol","Individual","Manual","First Owner",18.16,1200,86.8,"5",112,4000
"Mahindra","Bolero 2011-2019 SLE",2013,3894,136000,"Diesel","Individual","Manual","Second Owner",15.96,2500,62.1,"7",195,1400
"Hyundai","Santro Xing GLS",2014,2808.4,60000,"Petrol","Individual","Manual","First Owner",17.92,1100,62.1,"5",96.1,3000
"Hyundai","Santro Xing XG",2006,849.6,110000,"Petrol","Individual","Manual","Second Owner",NA,NA,NA,NA,NA,NA
"Hyundai","Santro Xing GLS",2013,2360,90000,"Petrol","Individual","Manual","First Owner",17.92,1100,62.1,"5",96.1,3000
"Nissan","Sunny Diesel XV",2014,3776,91000,"Diesel","Individual","Manual","Fourth & Above Owner",22.71,1500,84.8,"5",200,2000
"Hyundai","Santro Xing GL Plus",2009,1356.9882,90000,"Petrol","Individual","Manual","Fourth & Above Owner",17.92,1100,62.1,"5",96.1,3000
"Maruti","Wagon R LXI BS IV",2015,3776,50000,"Petrol","Individual","Manual","Second Owner",20.51,1000,67.04,"5",90,3500
"Hyundai","i10 Era",2010,2478,20000,"Petrol","Individual","Manual","First Owner",19.81,1100,68.05,"5",99.04,4500
"Mahindra","Xylo D2 BS IV",2011,2360,120000,"Diesel","Individual","Manual","First Owner",14,2500,95,"8",220,1400
"Maruti","Wagon R LXI Minor",2009,1593,150000,"Petrol","Individual","Manual","Second Owner",18.9,1100,67,"5",84,3500
"Tata","Indigo CS LS (TDI) BS-III",2015,4130,52000,"Diesel","Individual","Manual","First Owner",19.09,1400,69.01,"5",135,2500
"Mahindra","Bolero 2011-2019 DI BSIII",2014,4130,167000,"Diesel","Individual","Manual","Second Owner",13.6,2500,63,"8",180,1440
"Maruti","Swift Dzire VDI",2017,8024,40000,"Diesel","Individual","Manual","First Owner",28.4,1200,74.02,"5",190,2000
"Maruti","Swift Vdi BSIII",2010,2360,190000,"Diesel","Individual","Manual","Second Owner",17.8,1200,75,"5",190,2000
"Renault","KWID 1.0 RXT Optional",2016,3540,50000,"Petrol","Individual","Manual","First Owner",23.01,1000,67,"5",91,4250
"Mahindra","Xylo E6",2011,3186,70000,"Diesel","Individual","Manual","Second Owner",14,2500,112,"7",260,1800
"Maruti","Wagon R LXI BSIII",2012,2655,80000,"Petrol","Individual","Manual","Second Owner",18.9,1000,67.1,"5",90,3500
