"brand","car_type","year","selling_price","km_driven","fuel","seller_type","transmission","owner","mileage","engine","max_power","seats","torque","rpm"
"Tata","Indigo CR4",2012,3600,40000,"Diesel","Individual","Manual","First Owner",23.57,1400,70,"5",140,1800
"Hyundai","i20 1.2 Asta Option",2017,7800,8000,"Petrol","Individual","Manual","First Owner",18.6,1200,81.83,"5",114.7,4000
"Maruti","Ritz VXI",2010,2640,20000,"Petrol","Individual","Manual","First Owner",21.1,1200,85.8,"5",114,4000
"Tata","Indigo CS LS (TDI) BS-III",2014,3600,45000,"Diesel","Individual","Manual","First Owner",19.09,1400,69.01,"5",135,2500
"Maruti","Swift Dzire VDI",2014,5400,80000,"Diesel","Individual","Manual","First Owner",23.4,1200,74,"5",190,2000
"Maruti","Swift VDI BSIV",2014,4800,90000,"Diesel","Individual","Manual","First Owner",25.2,1200,74,"5",190,2000
"Maruti","S-Cross 2017-2020 Alpha DDiS 200 SH",2018,12360,25000,"Diesel","Individual","Manual","First Owner",25.1,1200,88.5,"5",200,1750
"Tata","Manza Aura Quadrajet",2010,2280,100000,"Diesel","Individual","Manual","Second Owner",18.8,1200,90,"5",200,1750
"Ford","Fiesta 1.4 Duratec EXI",2006,1680,60000,"Petrol","Individual","Manual","Second Owner",16.6,1400,68,"5",159.903,2000
"Hyundai","i20 Active S Diesel",2018,9600,30000,"Diesel","Individual","Manual","First Owner",21.19,1400,88.76,"5",219.66,1500
"Mahindra","Scorpio LX 2.6 Turbo",2007,2759.988,120000,"Diesel","Individual","Manual","Third Owner",10.5,2600,120,"7",290,1800
"Tata","Safari DICOR 2.2 EX 4x2",2011,3600,80000,"Diesel","Individual","Manual","Second Owner",13.93,2200,138.03,"7",320,1700
"Volkswagen","Vento Diesel Highline",2011,4500,69000,"Diesel","Individual","Manual","Second Owner",20.54,1600,103.6,"5",250,1500
"Chevrolet","Beat LT",2010,1680,75000,"Petrol","Individual","Manual","First Owner",18.6,1200,79.4,"5",108,4400
"Maruti","Alto LX",2004,720,113000,"Petrol","Individual","Manual","Second Owner",19.7,800,46.3,"5",62,3000
"Hyundai","Xcent 1.1 CRDi S Option",2014,5040,90000,"Diesel","Individual","Manual","Second Owner",24.4,1100,71.01,"5",180.4,1750
"Renault","Pulse RxZ",2012,3600,100000,"Diesel","Individual","Manual","Third Owner",23.08,1500,63.12,"5",160,2000
"Tata","Indica Vista Quadrajet VX",2012,1800,110000,"Diesel","Individual","Manual","First Owner",22.3,1200,74,"5",190,1750
"Ford","EcoSport 1.5 TDCi Titanium Plus BSIV",2015,7200,90000,"Diesel","Individual","Manual","First Owner",22.77,1500,98.59,"5",205,1750
"Ford","Figo Diesel Titanium",2011,2459.988,100000,"Diesel","Individual","Manual","Second Owner",20,1400,68,"5",160,2000
"Hyundai","Xcent 1.2 CRDi SX",2017,7500,50000,"Diesel","Individual","Manual","First Owner",25.4,1200,73.97,"5",190.25,1750
"Fiat","Grande Punto 1.3 Emotion Pack 90HP (Diesel)",2011,3360,200000,"Diesel","Individual","Manual","First Owner",20.5,1200,91.7,"5",209,2000
"Hyundai","Santa Fe 2WD AT",2014,12600,146000,"Diesel","Individual","Automatic","Second Owner",13.01,2200,194.3,"7",436.39,1800
"Chevrolet","Optra Magnum 1.6 LT Petrol",2009,3000,80000,"Petrol","Individual","Manual","Second Owner",12.9,1600,102.5,"5",148,4000
"Tata","New Safari DICOR 2.2 EX 4x2",2010,6420,96443,"Diesel","Individual","Manual","Second Owner",11.57,2200,138.1,"7",320,1700
"Honda","Accord 2.4 AT",2009,4800,100000,"Petrol","Individual","Automatic","Second Owner",11.7,2400,177.6,"5",222,4300
"Maruti","Swift AMT VXI",2019,7320,10000,"Petrol","Individual","Automatic","First Owner",21.21,1200,81.8,"5",113,4200
"Maruti","Swift Dzire VDI",2014,6119.988,110000,"Diesel","Individual","Manual","First Owner",23.4,1200,74,"5",190,2000
"Tata","Safari Storme VX",2014,6252,86000,"Diesel","Individual","Manual","Second Owner",14,2200,138.1,"7",320,1700
"Maruti","Swift Dzire VDI",2014,6132,100000,"Diesel","Individual","Manual","First Owner",23.4,1200,74,"5",190,2000
"Hyundai","i20 Sportz 1.4 CRDi",2014,5412,91000,"Diesel","Individual","Manual","First Owner",22.54,1400,88.73,"5",219.7,1500
"Hyundai","i10 Sportz",2009,2040,100000,"Petrol","Individual","Manual","First Owner",20.36,1200,78.9,"5",111.8,4000
"Maruti","Swift Dzire VDI",2013,5400,120000,"Diesel","Individual","Manual","Second Owner",23.4,1200,74,"5",190,2000
"Honda","City 1.5 V Elegance",2011,4500,90000,"Petrol","Individual","Manual","Second Owner",17,1500,118,"5",146,4800
"Maruti","Alto 800 LXI",2016,3660,60000,"Petrol","Individual","Manual","Second Owner",22.74,800,47.3,"5",69,3500
"Renault","KWID RXT",2016,3780,51500,"Petrol","Individual","Manual","First Owner",25.17,800,53.3,"5",72,4386
"Chevrolet","Sail 1.3 LS",2016,3000,60000,"Diesel","Individual","Manual","Second Owner",22.1,1200,74,"5",190,1750
"Ford","Figo Diesel EXI",2012,2400,104500,"Diesel","Individual","Manual","Second Owner",20,1400,68,"5",160,2000
"Ford","EcoSport 1.5 Diesel Titanium Plus BSIV",2018,11400,30000,"Diesel","Individual","Manual","First Owner",23,1500,98.96,"5",205,1750
"Renault","Duster 110PS Diesel RxL",2012,4800,120000,"Diesel","Individual","Manual","Third Owner",19.01,1500,108.45,"5",248,2250
"Maruti","Swift ZDi",2014,6119.988,100000,"Diesel","Individual","Manual","Second Owner",22.9,1200,74,"5",190,2000
"Honda","Civic 1.8 V MT",2008,4500,90000,"Petrol","Individual","Manual","Third Owner",13.5,1800,130,"5",172,4300
"Maruti","Wagon R LXI",2005,1800,150000,"Petrol","Individual","Manual","Third Owner",18.9,1000,67.1,"5",90,3500
"Maruti","Wagon R AX",2006,900,60000,"Petrol","Individual","Automatic","First Owner",18.9,1000,67.1,"5",90,3500
"Hyundai","Verna 1.4 VTVT",2015,5580,50000,"Petrol","Individual","Manual","Second Owner",17.43,1400,105.5,"5",135.3,5000
"Hyundai","Grand i10 1.2 CRDi Asta",2019,8400,10000,"Diesel","Individual","Manual","First Owner",24,1200,73.97,"5",190.24,1750
"Mahindra","Scorpio 1.99 S10",2015,11400,120000,"Diesel","Individual","Manual","Third Owner",15.4,2000,120,"7",280,1800
"Hyundai","i20 1.2 Asta",2017,7320,40000,"Petrol","Individual","Manual","First Owner",18.6,1200,81.83,"5",114.7,4000
"Hyundai","Santro GS zipDrive - Euro II",2004,720,120000,"Petrol","Individual","Manual","Second Owner",NA,NA,NA,NA,NA,NA
"Maruti","Alto 800 LXI",2014,2820,50000,"Petrol","Individual","Manual","First Owner",22.74,800,47.3,"5",69,3500
"Maruti","Eeco 5 Seater AC BSIV",2017,3960,90000,"Petrol","Individual","Manual","First Owner",15.37,1200,73,"5",101,3000
"Nissan","Terrano XE 85 PS",2014,5664,90000,"Diesel","Individual","Manual","First Owner",20.45,1500,83.8,"5",200,1900
"Maruti","Swift VXI",2019,7020,10000,"Petrol","Individual","Manual","First Owner",21.21,1200,81.8,"5",113,4200
"Mahindra","Supro LX 8 Str",2018,6000,10000,"Diesel","Individual","Manual","First Owner",23.5,900,45,"8",98,1600
"Maruti","Alto K10 VXI",2019,4320,27000,"Petrol","Individual","Manual","First Owner",23.95,1000,67.05,"5",90,3500
"Maruti","Swift Dzire VDI",2016,7788,70000,"Diesel","Individual","Manual","First Owner",26.59,1200,74,"5",190,2000
"Maruti","Omni MPI CARGO BSIV",2017,2400,50000,"Petrol","Individual","Manual","First Owner",16.8,800,34.2,"5",59,2500
"Maruti","Swift 1.3 VXi",2008,2880,60000,"Petrol","Individual","Manual","First Owner",NA,NA,NA,NA,NA,NA
"Hyundai","Grand i10 CRDi Magna",2014,4800,110000,"Diesel","Individual","Manual","First Owner",24,1100,70,"5",160,1500
"Maruti","Celerio VDi",2015,3000,100000,"Diesel","Individual","Manual","Second Owner",27.62,800,47,"5",125,2000
"Mahindra","Marazzo M6",2018,14400,50000,"Diesel","Individual","Manual","First Owner",17.3,1500,121,"7",300,1750
"Maruti","Swift Vdi BSIII",2009,3000,105000,"Diesel","Individual","Manual","Second Owner",17.8,1200,75,"5",190,2000
"Toyota","Innova 2.5 GX (Diesel) 8 Seater",2013,9839.988,110000,"Diesel","Individual","Manual","First Owner",12.99,2500,100.6,"8",200,1200
"Mahindra","XUV500 W8 2WD",2014,9600,60000,"Diesel","Individual","Manual","Second Owner",15.1,2200,140,"7",330,1600
"Ford","Ecosport 1.0 Ecoboost Titanium Optional",2013,5148,49102,"Petrol","Dealer","Manual","Second Owner",18.88,1000,123.37,"5",170,1400
"Hyundai","Santro Xing GLS",2010,1800,60000,"Petrol","Individual","Manual","Third Owner",17.92,1100,62.1,"5",96.1,3000
"Maruti","Swift VDI BSIV",2010,3780,120000,"Diesel","Individual","Manual","Second Owner",NA,NA,NA,NA,NA,NA
"Chevrolet","Beat Diesel LT",2012,2040,90000,"Diesel","Individual","Manual","First Owner",25.44,900,57.6,"5",150,1750
"Honda","Brio Exclusive Edition",2014,4020,33033,"Petrol","Dealer","Manual","First Owner",19.4,1200,86.8,"5",109,4500
"Hyundai","Grand i10 AT Asta",2015,5580,63063,"Petrol","Dealer","Automatic","First Owner",18.9,1200,82,"5",114,4000
"Renault","Duster 110PS Diesel RxL",2013,4320,81000,"Diesel","Individual","Manual","Second Owner",19.01,1500,108.45,"5",248,2250
"Hyundai","Xcent 1.2 CRDi SX",2018,6840,80000,"Diesel","Individual","Manual","First Owner",25.4,1200,73.97,"5",190.25,1750
"Renault","Duster 110PS Diesel RxZ",2012,4200,105000,"Diesel","Individual","Manual","Second Owner",19.01,1500,108.45,"5",248,2250
"Mahindra","Ingenio CRDe",2017,7200,60000,"Diesel","Individual","Manual","First Owner",NA,NA,NA,NA,NA,NA
"Maruti","Ertiga BSIV VXI",2017,8400,227000,"Petrol","Individual","Manual","First Owner",17.5,1400,91.1,"7",130,4000
"Renault","Duster 110PS Diesel RxZ",2012,4500,100000,"Diesel","Individual","Manual","Second Owner",19.01,1500,108.45,"5",248,2250
"Maruti","Eeco CNG 5 Seater AC BSIV",2019,5400,60000,"CNG","Individual","Manual","First Owner",21.94,1200,61.7,"5",85,3000
"Hyundai","i20 Magna 1.4 CRDi (Diesel)",2013,3900,70000,"Diesel","Individual","Manual","Third Owner",21.9,1400,88.76,"5",219.6,1500
"Volkswagen","Vento Diesel Comfortline",2011,3120,120000,"Diesel","Individual","Manual","Third Owner",20.54,1600,103.6,"5",250,1500
"Maruti","Alto LXi BSIII",2009,1560,80000,"Petrol","Individual","Manual","Third Owner",19.7,800,46.3,"5",62,3000
"Tata","New Safari DICOR 2.2 EX 4x2",2008,1800,120000,"Diesel","Individual","Manual","Fourth & Above Owner",11.57,2200,138.1,"7",320,1700
"Hyundai","Santro Xing GLS",2014,2640,40000,"Petrol","Individual","Manual","First Owner",17.92,1100,62.1,"5",96.1,3000
"Hyundai","i10 Magna 1.2 iTech SE",2014,3300,53000,"Petrol","Individual","Manual","First Owner",20.36,1200,78.9,"5",111.7,4000
"Maruti","Swift LDI Optional",2017,5460,60000,"Diesel","Individual","Manual","First Owner",25.2,1200,74,"5",190,2000
"Hyundai","i20 1.2 Magna Executive",2017,6840,30000,"Petrol","Individual","Manual","First Owner",18.6,1200,81.83,"5",114.7,4000
"Volkswagen","Vento Diesel Highline",2013,3960,100000,"Diesel","Individual","Manual","Third Owner",20.54,1600,103.6,"5",250,1500
"Toyota","Innova Crysta 2.4 VX MT BSIV",2018,18912,70000,"Diesel","Individual","Manual","First Owner",13.68,2400,147.8,"7",343,1400
"Maruti","Ertiga ZDI",2012,5400,98000,"Diesel","Individual","Manual","Fourth & Above Owner",20.77,1200,88.8,"7",200,1750
"Hyundai","EON Magna Plus",2014,3000,60000,"Petrol","Individual","Manual","First Owner",21.1,800,55.2,"5",74.5,4000
"Hyundai","i10 Sportz",2010,1980,80000,"Petrol","Individual","Manual","Third Owner",20.36,1200,78.9,"5",111.8,4000
"Mahindra","Ssangyong Rexton RX7",2013,9600,117000,"Diesel","Dealer","Automatic","First Owner",11.18,2700,184,"7",402,1600
"Honda","Jazz 1.2 V i VTEC",2018,8160,8576,"Petrol","Dealer","Manual","First Owner",18.7,1200,88.7,"5",110,4800
"Tata","Tigor 1.2 Revotron XZA",2017,6300,19723,"Petrol","Dealer","Automatic","First Owner",20.3,1200,84,"5",114,3500
"Honda","City 1.5 V MT Sunroof",2016,9900,21446,"Petrol","Dealer","Manual","First Owner",16.8,1500,116.3,"5",146,4800
"Maruti","S-Cross 2017-2020 Sigma DDiS 200 SH",2017,9000,52289,"Diesel","Dealer","Manual","First Owner",25.1,1200,88.5,"5",200,1750
"Mahindra","Scorpio S4 Plus",2017,11400,52236,"Diesel","Dealer","Manual","First Owner",15.4,2200,120,"7",280,1800
"Mahindra","Scorpio S4 Plus 4WD",2017,11400,54470,"Diesel","Dealer","Manual","First Owner",15.4,2200,120,"7",280,1800
"Hyundai","i20 1.4 CRDi Magna",2017,8100,25471,"Diesel","Dealer","Manual","First Owner",21.9,1400,90,"5",219.744,1750
"Tata","Tiago XT",2019,5880,33928,"Petrol","Dealer","Manual","First Owner",23.84,1200,84.48,"5",113,3300
"Mahindra","TUV 300 T4 Plus",2018,9300,59736,"Diesel","Dealer","Manual","First Owner",18.49,1500,100,"7",240,1600
"Honda","City 1.5 V MT",2009,4200,54290,"Petrol","Dealer","Manual","First Owner",17,1500,118,"5",146,4800
"Honda","Brio S MT",2016,5700,2118,"Petrol","Dealer","Manual","First Owner",19.4,1200,86.8,"5",109,4500
"Mahindra","Scorpio S4 7 Seater",2017,11400,61379,"Diesel","Dealer","Manual","First Owner",15.4,2200,120,"7",280,1800
"Honda","City i-VTEC S",2010,4200,58544,"Petrol","Dealer","Manual","Second Owner",17.4,1500,117.3,"5",145,4600
"Maruti","Wagon R VXI",2016,4800,74381,"Petrol","Dealer","Manual","First Owner",21.79,1000,67.05,"5",90,3500
"Maruti","800 DX 5 Speed",2001,900,35000,"Petrol","Individual","Manual","Third Owner",16.1,800,37,"4",59,2500
"Ford","Ecosport 1.5 DV5 MT Titanium",2017,10200,63982,"Diesel","Dealer","Manual","First Owner",22.7,1500,89.84,"5",204,2000
"Maruti","Wagon R VXI",2008,2100,65000,"Petrol","Dealer","Manual","Second Owner",18.9,1000,67.1,"5",90,3500
"Mahindra","Bolero 2011-2019 SLE",2014,6840,74000,"Diesel","Dealer","Manual","First Owner",15.96,2500,62.1,"7",195,1400
"Renault","Duster 110PS Diesel RxZ",2013,6300,56429,"Diesel","Dealer","Manual","Second Owner",19.01,1500,108.45,"5",248,2250
"Hyundai","i10 Magna 1.2 iTech SE",2012,3240,56000,"Petrol","Individual","Manual","First Owner",20.36,1200,78.9,"5",111.7,4000
"Hyundai","Santro Magna",2019,5219.988,19500,"Petrol","Dealer","Manual","First Owner",20.3,1100,68.07,"5",99.07,4500
"Hyundai","i20 Asta Option 1.2",2015,5940,30000,"Petrol","Dealer","Manual","First Owner",18.6,1200,81.83,"5",114.7,4000
"Hyundai","i20 Asta Option 1.4 CRDi",2016,6900,53000,"Diesel","Dealer","Manual","First Owner",22.54,1400,88.73,"5",219.7,1500
"Hyundai","Xcent 1.2 VTVT S",2017,7200,5000,"Petrol","Individual","Manual","First Owner",20.14,1200,81.86,"5",113.75,4000
"Hyundai","Verna 1.6 VTVT S Option",2015,8400,25000,"Petrol","Individual","Manual","First Owner",17.01,1600,121.4,"5",154.9,4200
"Honda","City i DTec V",2014,6720,72000,"Diesel","Dealer","Manual","First Owner",26,1500,98.6,"5",200,1750
"Maruti","Swift VDI BSIV W ABS",2016,6780,72000,"Diesel","Dealer","Manual","First Owner",NA,NA,NA,NA,NA,NA
"Mahindra","Bolero DI AC BSIII",2005,3000,80000,"Diesel","Individual","Manual","First Owner",13.6,2500,63,"7",180,1440
"Skoda","Rapid 1.6 MPI Ambition Plus",2013,4919.988,29000,"Petrol","Individual","Manual","Second Owner",15,1600,103.5,"5",153,3800
"Nissan","Terrano XL D Option",2016,5940,56832,"Diesel","Dealer","Manual","First Owner",19.87,1500,83.14,"5",200,1750
"Hyundai","Elite i20 Petrol Asta",2014,5640,30528,"Petrol","Dealer","Manual","First Owner",18.6,1200,81.86,"5",114.73,4000
"Honda","Amaze S Diesel",2013,4200,65285,"Diesel","Dealer","Manual","First Owner",24.7,1500,98.63,"5",200,1750
"Toyota","Innova Crysta 2.4 G MT 8 STR",2020,18720,20102,"Diesel","Dealer","Manual","First Owner",13.68,2400,147.51,"8",343,1400
"Honda","Jazz 1.2 S i VTEC",2015,5760,43000,"Petrol","Dealer","Manual","First Owner",18.7,1200,88.7,"5",110,4800
"Toyota","Etios Liva 1.4 GD",2013,3240,52380,"Diesel","Dealer","Manual","First Owner",23.59,1400,67.04,"5",170,1800
"Mahindra","Bolero B2",2018,7920,74250,"Diesel","Dealer","Manual","First Owner",21,1500,74.96,"7",210,1600
"Maruti","Ignis 1.2 AMT Alpha BSIV",2017,5880,57247,"Petrol","Dealer","Automatic","First Owner",20.89,1200,81.8,"5",113,4200
"Maruti","Vitara Brezza ZDi Plus",2017,9600,52000,"Diesel","Individual","Manual","First Owner",24.3,1200,88.5,"5",200,1750
"Nissan","Sunny XV",2011,4200,47000,"Petrol","Individual","Manual","Second Owner",16.95,1500,97.7,"5",134,4000
"Ford","Fiesta EXi 1.4 TDCi Ltd",2011,2040,80000,"Diesel","Individual","Manual","Third Owner",17.8,1400,68,"5",159.903,2000
"Tata","Indica Vista Aqua 1.3 Quadrajet",2011,1500,85000,"Diesel","Individual","Manual","Second Owner",18,1200,75,"5",190,1750
"Maruti","Swift Dzire VDi",2012,4800,100000,"Diesel","Individual","Manual","First Owner",19.3,1200,73.9,"5",190,2000
"Nissan","Sunny XV",2011,3000,110000,"Petrol","Individual","Manual","First Owner",16.95,1500,97.7,"5",134,4000
"Fiat","Linea Emotion (Diesel)",2010,2280,178000,"Diesel","Individual","Manual","Second Owner",20.4,1200,91.7,"5",209,2000
"Maruti","Alto LX",2010,1500,120000,"Petrol","Individual","Manual","Third Owner",19.7,800,46.3,"5",62,3000
"Jeep","Compass 2.0 Limited 4X4",2017,23400,70000,"Diesel","Individual","Manual","First Owner",16.3,2000,170,"5",350,1750
"Audi","Q5 2.0 TDI",2011,15600,120000,"Diesel","Individual","Automatic","First Owner",12.8,2000,167.6,"5",350,1750
"Toyota","Innova 2.5 G4 Diesel 8-seater",2010,9432,155000,"Diesel","Individual","Manual","Third Owner",12.8,2500,102,"8",200.124,1400
"Maruti","Wagon R VXI BS IV",2015,4020,30000,"Petrol","Individual","Manual","First Owner",20.51,1000,67.04,"5",90,3500
"Maruti","Wagon R LXI Minor",2009,1379.988,60000,"Petrol","Individual","Manual","Third Owner",18.9,1100,67,"5",84,3500
"Volkswagen","Polo Diesel Comfortline 1.2L",2012,2759.988,70000,"Diesel","Individual","Manual","Fourth & Above Owner",22.07,1200,73.9,"5",180,2000
"Hyundai","i20 2015-2017 Asta 1.4 CRDi",2017,8772,40000,"Diesel","Individual","Manual","First Owner",22.54,1400,88.73,"5",219.7,1500
"Hyundai","Verna 1.6 SX",2012,4740,120000,"Diesel","Individual","Manual","First Owner",22.32,1600,126.32,"5",259.8,1900
"Maruti","Swift Dzire VDI",2015,6000,120000,"Diesel","Individual","Manual","First Owner",26.59,1200,74,"5",190,2000
"Hyundai","EON Era Plus",2014,2640,50000,"Petrol","Individual","Manual","Third Owner",21.1,800,55.2,"5",74.5,4000
"Ford","Figo Diesel Celebration Edition",2013,2880,100000,"Diesel","Individual","Manual","First Owner",20,1400,68.1,"5",160,2000
"Hyundai","i20 1.4 CRDi Asta",2010,2580,120000,"Diesel","Individual","Manual","Third Owner",23,1400,90,"5",219.744,1750
"Maruti","Swift VDI",2012,4800,90000,"Diesel","Individual","Manual","Second Owner",22.9,1200,74,"5",190,2000
"Maruti","Zen Estilo VXI BSIV",2012,2292,90000,"Petrol","Individual","Manual","First Owner",19,1000,67.1,"5",90,3500
"Mahindra","Xylo D4 BSIII",2013,4212,100000,"Diesel","Individual","Manual","Second Owner",14,2500,112,"8",260,1800
"Tata","Nano XTA",2015,3000,20000,"Petrol","Individual","Automatic","First Owner",21.9,600,37.48,"4",51,4000
"Hyundai","Verna CRDi SX ABS",2009,2520,90000,"Diesel","Individual","Manual","Second Owner",18.1,1500,110,"5",235.44,1900
"Toyota","Etios VX",2011,3600,120000,"Petrol","Individual","Manual","Third Owner",17.6,1500,88.7,"5",132,3000
"Ford","Figo Aspire 1.5 TDCi Trend",2017,8400,35000,"Diesel","Individual","Manual","First Owner",25.83,1500,99,"5",215,1750
"Hyundai","Sonata CRDi M/T",2010,6000,120000,"Diesel","Individual","Manual","Second Owner",11.8,2000,150,"5",314.901,2000
"Maruti","800 AC BSIII",2002,1440,120000,"Petrol","Individual","Manual","First Owner",16.1,800,37,"4",59,2500
"Hyundai","Elite i20 Asta Option Diesel",2019,10200,10000,"Diesel","Individual","Manual","First Owner",22.54,1400,88.76,"5",224,1500
"Mahindra","Jeep CL 500 MDI",1994,1440,100000,"Diesel","Individual","Manual","Second Owner",NA,NA,NA,NA,NA,NA
"Honda","WR-V i-DTEC VX",2017,9240,65000,"Diesel","Individual","Manual","Second Owner",25.5,1500,98.6,"5",200,1750
"Honda","Civic 1.8 S MT",2007,2940,90000,"Petrol","Individual","Manual","Third Owner",13.5,1800,130,"5",172,4300
"Maruti","Alto K10 2010-2014 VXI",2012,3000,90000,"Petrol","Individual","Manual","First Owner",20.92,1000,67.1,"5",90,3500
"Hyundai","i20 Active SX Diesel",2016,7812,42323,"Diesel","Dealer","Manual","First Owner",21.19,1400,88.76,"5",219.66,1500
"Honda","City V MT",2013,5760,42462,"Petrol","Dealer","Manual","First Owner",16.8,1500,116.3,"5",146,4800
"Maruti","Swift VDI BSIV",2015,5640,54723,"Diesel","Dealer","Manual","First Owner",25.2,1200,74,"5",190,2000
"Honda","Jazz 1.5 V i DTEC",2016,6000,30000,"Diesel","Individual","Manual","First Owner",27.3,1500,98.6,"5",200,1750
"BMW","X1 sDrive20d M Sport",2011,12900,42545,"Diesel","Dealer","Automatic","First Owner",19.62,2000,190,"5",400,1750
"Maruti","S-Cross 2017-2020 Delta DDiS 200 SH",2016,8280,32000,"Diesel","Dealer","Manual","First Owner",25.1,1200,88.5,"5",200,1750
"Maruti","Swift Dzire VDI Optional",2017,7068,41232,"Diesel","Dealer","Manual","First Owner",NA,NA,NA,NA,NA,NA
"Maruti","Swift Dzire VDI Optional",2017,7068,41232,"Diesel","Dealer","Manual","First Owner",NA,NA,NA,NA,NA,NA
"Maruti","Ignis 1.2 Delta BSIV",2018,5760,20375,"Petrol","Dealer","Manual","First Owner",20.89,1200,81.8,"5",113,4200
"Maruti","Swift ZDI Plus",2013,5400,43978,"Diesel","Dealer","Manual","Second Owner",28.4,1200,74,"5",190,2000
"Maruti","Vitara Brezza VDi Option",2018,9240,50000,"Diesel","Individual","Manual","First Owner",24.3,1200,88.5,"5",200,1750
"Mahindra","Bolero B4",2015,5340,40200,"Diesel","Dealer","Manual","First Owner",21,1500,74.96,"7",210,1600
"Hyundai","i20 1.2 Asta Option",2018,8400,30000,"Petrol","Individual","Manual","First Owner",18.6,1200,81.83,"5",114.7,4000
"Maruti","Ertiga ZDI",2014,6720,90000,"Diesel","Individual","Manual","First Owner",20.77,1200,88.8,"7",200,1750
"Ford","Ecosport Sports Diesel",2013,5700,48000,"Diesel","Dealer","Manual","Second Owner",21.7,1500,98.96,"5",215,1750
"Honda","Amaze E Diesel BSIV",2014,5580,27233,"Diesel","Dealer","Manual","First Owner",27.4,1500,98.63,"5",200,1750
"Maruti","Swift Dzire Tour LDI",2017,6240,28832,"Diesel","Dealer","Manual","First Owner",23.4,1200,74,"5",190,2000
"Tata","Manza Aura Safire",2011,2700,35000,"Petrol","Individual","Manual","First Owner",15,1400,90,"5",116,4750
"Maruti","Ertiga ZXI",2015,8400,35000,"Petrol","Individual","Manual","First Owner",16.02,1400,93.7,"7",130,4000
"Maruti","Vitara Brezza VDi",2017,9360,40000,"Diesel","Individual","Manual","First Owner",24.3,1200,88.5,"5",200,1750
"Honda","City 2017-2020 GXi",2006,1117.8,80000,"Petrol","Individual","Manual","Second Owner",17.7,1500,78,"5",124.587,2700
"Mahindra","Quanto C4",2016,4836,30000,"Diesel","Individual","Manual","Second Owner",17.21,1500,100,"7",240,1600
"Hyundai","i10 Era",2009,2759.988,50000,"Petrol","Individual","Manual","Second Owner",19.81,1100,68.05,"5",99.04,4500
"Maruti","Swift Dzire VDI",2016,6300,40000,"Diesel","Individual","Manual","Second Owner",26.59,1200,74,"5",190,2000
"Maruti","Ertiga VXI",2014,6720,25000,"Petrol","Individual","Manual","First Owner",16.02,1400,93.7,"7",130,4000
"Mahindra","XUV500 W7",2020,9960,120000,"Diesel","Individual","Manual","First Owner",15.1,2200,152.87,"7",360,1750
"Maruti","Ritz VDi",2011,3000,60000,"Diesel","Individual","Manual","Second Owner",21.1,1200,73.9,"5",113,4500
"Mahindra","Bolero 2011-2019 DI - AC BS III",2014,5400,110000,"Diesel","Individual","Manual","First Owner",15.96,2500,63,"9",180,1440
"Mahindra","Scorpio 1.99 S4",2016,8940,67000,"Diesel","Individual","Manual","First Owner",15.4,2000,120,"7",280,1800
"Ford","Figo Diesel Titanium",2010,1728,50000,"Diesel","Individual","Manual","Second Owner",20,1400,68,"5",160,2000
"Maruti","Zen Estilo 1.1 VXI BSIII",2008,1440,40000,"Petrol","Individual","Manual","First Owner",18.2,1100,64,"5",84,3500
"Tata","New Safari DICOR 2.2 EX 4x2",2008,3600,120000,"Diesel","Individual","Manual","Second Owner",11.57,2200,138.1,"7",320,1700
"Maruti","800 DX",1999,624,100000,"Petrol","Individual","Manual","First Owner",16.1,800,37,"4",59,2500
"Mahindra","Scorpio 2.6 CRDe",2003,3600,98000,"Diesel","Individual","Manual","First Owner",10.5,2200,120,"8",290,1800
"Mahindra","Bolero DI DX 7 Seater",2009,3240,150000,"Diesel","Individual","Manual","Second Owner",13.6,2500,63,"7",180,1440
"Chevrolet","Sail LT ABS",2014,3120,38000,"Diesel","Individual","Manual","First Owner",22.1,1200,74,"5",190,1750
"Toyota","Etios GD",2015,5700,120000,"Diesel","Individual","Manual","First Owner",23.59,1400,67.05,"5",170,1800
"Ford","Figo Diesel Titanium",2011,3624,103000,"Diesel","Individual","Manual","Third Owner",20,1400,68,"5",160,2000
"Maruti","800 AC",1994,540,60000,"Petrol","Individual","Manual","First Owner",16.1,800,37,"4",59,2500
"Maruti","Vitara Brezza VDi Option",2017,9300,80000,"Diesel","Individual","Manual","First Owner",24.3,1200,88.5,"5",200,1750
"Maruti","Ertiga VDI",2015,8400,50000,"Diesel","Individual","Manual","First Owner",20.77,1200,88.76,"7",200,1750
"Maruti","Swift VDI BSIV",2014,6360,90000,"Diesel","Individual","Manual","First Owner",25.2,1200,74,"5",190,2000
"Tata","Nexon 1.5 Revotorq XZ Plus",2017,10439.988,70000,"Diesel","Individual","Manual","First Owner",21.5,1500,108.5,"5",260,1500
"Hyundai","Elantra CRDi",2006,1860,110000,"Diesel","Individual","Manual","Fourth & Above Owner",14.9,2000,112.2,"5",245.25,1800
"Tata","Tiago 1.2 Revotron XZA",2019,6600,30000,"Petrol","Individual","Automatic","First Owner",23.84,1200,83.83,"5",114,3500
"Maruti","Swift Dzire VDI",2016,7200,80000,"Diesel","Individual","Manual","Second Owner",26.59,1200,74,"5",190,2000
"Maruti","Swift Dzire VDi",2012,5160,110000,"Diesel","Individual","Manual","Second Owner",19.3,1200,73.9,"5",190,2000
